Date,Open,High,Low,Close,Volume,Instrument,Ticker
2019-01-02,10868.849609375,10895.349609375,10735.0498046875,10792.5,309700,NIFTY 50,^NSEI
2019-01-03,10796.7998046875,10814.0498046875,10661.25,10672.25,286200,NIFTY 50,^NSEI
2019-01-04,10699.7001953125,10741.0498046875,10628.650390625,10727.349609375,296600,NIFTY 50,^NSEI
2019-01-07,10804.849609375,10835.9501953125,10750.150390625,10771.7998046875,269400,NIFTY 50,^NSEI
2019-01-08,10786.25,10818.4501953125,10733.25,10802.150390625,277700,NIFTY 50,^NSEI
2019-01-09,10862.400390625,10870.400390625,10749.400390625,10855.150390625,333000,NIFTY 50,^NSEI
2019-01-10,10859.349609375,10859.349609375,10801.7998046875,10821.599609375,254400,NIFTY 50,^NSEI
2019-01-11,10834.75,10850.150390625,10739.400390625,10794.9501953125,260800,NIFTY 50,^NSEI
2019-01-14,10807.0,10808.0,10692.349609375,10737.599609375,298800,NIFTY 50,^NSEI
2019-01-15,10777.5498046875,10896.9501953125,10777.5498046875,10886.7998046875,310700,NIFTY 50,^NSEI
2019-01-16,10899.650390625,10928.150390625,10876.900390625,10890.2998046875,276500,NIFTY 50,^NSEI
2019-01-17,10920.849609375,10930.650390625,10844.650390625,10905.2001953125,271700,NIFTY 50,^NSEI
2019-01-18,10914.849609375,10928.2001953125,10852.2001953125,10906.9501953125,323800,NIFTY 50,^NSEI
2019-01-21,10919.349609375,10987.4501953125,10885.75,10961.849609375,288800,NIFTY 50,^NSEI
2019-01-22,10949.7998046875,10949.7998046875,10864.150390625,10922.75,300800,NIFTY 50,^NSEI
2019-01-23,10931.0498046875,10944.7998046875,10811.9501953125,10831.5,298900,NIFTY 50,^NSEI
2019-01-24,10844.0498046875,10866.599609375,10798.650390625,10849.7998046875,361100,NIFTY 50,^NSEI
2019-01-25,10859.75,10931.7001953125,10756.4501953125,10780.5498046875,463400,NIFTY 50,^NSEI
2019-01-28,10792.4501953125,10804.4501953125,10630.9501953125,10661.5498046875,419700,NIFTY 50,^NSEI
2019-01-29,10653.7001953125,10690.349609375,10583.650390625,10652.2001953125,356900,NIFTY 50,^NSEI
2019-01-30,10702.25,10710.2001953125,10612.849609375,10651.7998046875,410100,NIFTY 50,^NSEI
2019-01-31,10690.5498046875,10838.0498046875,10678.5498046875,10830.9501953125,604800,NIFTY 50,^NSEI
2019-02-01,10851.349609375,10983.4501953125,10813.4501953125,10893.650390625,482300,NIFTY 50,^NSEI
2019-02-04,10876.75,10927.900390625,10814.150390625,10912.25,318300,NIFTY 50,^NSEI
2019-02-05,10908.650390625,10956.7001953125,10886.7001953125,10934.349609375,268100,NIFTY 50,^NSEI
