Date,Open,High,Low,Close,Volume,Instrument,Ticker
2019-01-01,27231.400390625,27430.55078125,27019.05078125,27392.400390625,116400,BANK NIFTY,^NSEBANK
2019-01-02,27297.0,27397.55078125,27077.599609375,27174.69921875,0,BANK NIFTY,^NSEBANK
2019-01-03,27181.599609375,27206.19921875,26923.75,26959.849609375,0,BANK NIFTY,^NSEBANK
2019-01-04,26999.69921875,27274.5,26926.099609375,27195.0,0,BANK NIFTY,^NSEBANK
2019-01-07,27378.650390625,27477.80078125,27279.55078125,27304.55078125,0,BANK NIFTY,^NSEBANK
2019-01-08,27301.900390625,27542.400390625,27161.94921875,27509.5,146100,BANK NIFTY,^NSEBANK
2019-01-09,27651.25,27754.44921875,27409.5,27720.400390625,0,BANK NIFTY,^NSEBANK
2019-01-10,27713.55078125,27713.55078125,27488.19921875,27528.55078125,0,BANK NIFTY,^NSEBANK
2019-01-11,27602.80078125,27612.44921875,27382.44921875,27453.900390625,0,BANK NIFTY,^NSEBANK
2019-01-14,27389.19921875,27389.80078125,27182.19921875,27248.25,0,BANK NIFTY,^NSEBANK
2019-01-15,27317.55078125,27447.55078125,27317.099609375,27400.75,0,BANK NIFTY,^NSEBANK
2019-01-16,27405.650390625,27554.75,27403.05078125,27483.69921875,0,BANK NIFTY,^NSEBANK
2019-01-17,27568.599609375,27611.55078125,27335.150390625,27528.75,0,BANK NIFTY,^NSEBANK
2019-01-18,27550.05078125,27576.44921875,27410.650390625,27456.69921875,0,BANK NIFTY,^NSEBANK
2019-01-21,27514.55078125,27622.19921875,27388.5,27533.599609375,0,BANK NIFTY,^NSEBANK
2019-01-22,27526.55078125,27533.349609375,27385.400390625,27482.25,0,BANK NIFTY,^NSEBANK
2019-01-23,27493.099609375,27564.69921875,27189.599609375,27250.75,0,BANK NIFTY,^NSEBANK
2019-01-24,27273.5,27342.349609375,27142.80078125,27266.400390625,0,BANK NIFTY,^NSEBANK
2019-01-25,27261.44921875,27433.55078125,27045.19921875,27115.30078125,0,BANK NIFTY,^NSEBANK
2019-01-28,27041.44921875,27134.19921875,26587.94921875,26653.05078125,0,BANK NIFTY,^NSEBANK
2019-01-29,26616.25,26743.849609375,26441.55078125,26573.400390625,0,BANK NIFTY,^NSEBANK
2019-01-30,26789.75,26916.25,26693.69921875,26825.5,0,BANK NIFTY,^NSEBANK
