month,seed,starting_customers,new_customers,churned_customers,ending_customers,ad_spend,actual_cac,price,gross_revenue,cogs,fixed_cost,total_cost,operating_profit,cash_balance,ltv_estimate,churn_rate,market_difficulty,profitability_margin
17,9000,451,69,29,491,5000.0,71.6,79.0,38789.0,10802.0,15000.0,30802.0,7987.0,787.0,863.64,0.066,1.09,0.3348
18,9000,491,58,32,517,5000.0,85.26,79.0,40843.0,11374.0,15000.0,31374.0,9469.0,10256.0,863.64,0.066,1.09,0.3543
19,9000,517,72,34,555,6000.0,83.3,79.0,43845.0,12210.0,15000.0,33210.0,10635.0,20891.0,863.64,0.066,1.09,0.3794
20,9000,555,65,36,584,6000.0,90.95,79.0,46136.0,12848.0,15000.0,33848.0,12288.0,33179.0,863.64,0.066,1.09,0.3964
21,9000,584,71,38,617,6000.0,84.35,79.0,48743.0,13574.0,18000.0,37574.0,11169.0,44348.0,863.64,0.066,1.09,0.3522
22,9000,617,80,40,657,6000.0,74.67,79.0,51903.0,14454.0,18000.0,38454.0,13449.0,57797.0,863.64,0.066,1.09,0.3747
23,9000,657,79,43,693,6000.0,75.05,79.0,54747.0,15246.0,18000.0,39246.0,15501.0,73298.0,863.64,0.066,1.09,0.3927
24,9000,693,71,45,719,6000.0,83.59,79.0,56801.0,15818.0,18000.0,39818.0,16983.0,90281.0,863.64,0.066,1.09,0.4046
25,9000,719,64,47,736,6000.0,93.3,79.0,58144.0,16192.0,18000.0,40192.0,17952.0,108233.0,863.64,0.066,1.09,0.4119
26,9000,736,71,48,759,6000.0,83.49,79.0,59961.0,16698.0,18000.0,40698.0,19263.0,127496.0,863.64,0.066,1.09,0.4213
27,9000,759,63,50,772,6000.0,94.17,79.0,60988.0,16984.0,18000.0,40984.0,20004.0,147500.0,863.64,0.066,1.09,0.4264
28,9000,772,68,50,790,6000.0,88.13,79.0,62410.0,17380.0,18000.0,41380.0,21030.0,168530.0,863.64,0.066,1.09,0.4331
29,9000,790,74,52,812,6000.0,80.93,79.0,64148.0,17864.0,18000.0,41864.0,22284.0,190814.0,863.64,0.066,1.09,0.4409
30,9000,812,75,53,834,6000.0,79.45,79.0,65886.0,18348.0,18000.0,42348.0,23538.0,214352.0,863.64,0.066,1.09,0.4483
31,9000,834,68,55,847,6000.0,87.28,79.0,66913.0,18634.0,18000.0,42634.0,24279.0,238631.0,863.64,0.066,1.09,0.4525
32,9000,847,67,55,859,6000.0,89.35,79.0,67861.0,18898.0,18000.0,42898.0,24963.0,263594.0,863.64,0.066,1.09,0.4563
33,9000,859,61,56,864,6000.0,97.25,79.0,68256.0,19008.0,18000.0,43008.0,25248.0,288842.0,863.64,0.066,1.09,0.4578
34,9000,864,60,57,867,6000.0,99.05,79.0,68493.0,19074.0,18000.0,43074.0,25419.0,314261.0,863.64,0.066,1.09,0.4587
35,9000,867,71,57,881,6000.0,84.03,79.0,69599.0,19382.0,18000.0,43382.0,26217.0,340478.0,863.64,0.066,1.09,0.4629
36,9000,881,67,58,890,6000.0,88.79,79.0,70310.0,19580.0,18000.0,43580.0,26730.0,367208.0,863.64,0.066,1.09,0.4655
1,9999,0,24,0,24,3000.0,124.99,79.0,1896.0,528.0,5000.0,8528.0,-6632.0,43368.0,863.64,0.066,2.37,-1.9156
2,9999,24,23,1,46,3000.0,126.32,79.0,3634.0,1012.0,5000.0,9012.0,-5378.0,37990.0,863.64,0.066,2.37,-0.6544
3,9999,46,23,3,66,3000.0,127.99,79.0,5214.0,1452.0,8000.0,12452.0,-7238.0,30752.0,863.64,0.066,2.37,-0.8128
4,9999,66,21,4,83,3000.0,137.95,79.0,6557.0,1826.0,8000.0,12826.0,-6269.0,24483.0,863.64,0.066,2.37,-0.4986
5,9999,83,20,5,98,3000.0,148.07,79.0,7742.0,2156.0,8000.0,13156.0,-5414.0,19069.0,863.64,0.066,2.37,-0.3118
6,9999,98,20,6,112,3000.0,143.45,79.0,8848.0,2464.0,8000.0,13464.0,-4616.0,14453.0,863.64,0.066,2.37,-0.1826
7,9999,112,37,7,142,5000.0,133.47,79.0,11218.0,3124.0,8000.0,16124.0,-4906.0,9547.0,863.64,0.066,2.37,0.0084
8,9999,142,33,9,166,5000.0,148.97,79.0,13114.0,3652.0,12000.0,20652.0,-7538.0,2009.0,863.64,0.066,2.37,-0.1935
9,9999,166,32,10,188,5000.0,154.14,79.0,14852.0,4136.0,12000.0,21136.0,-6284.0,-4275.0,863.64,0.066,2.37,-0.0865
10,9999,188,31,12,207,5000.0,159.6,79.0,16353.0,4554.0,12000.0,21554.0,-5201.0,-5201.0,863.64,0.066,2.37,-0.0123
11,9999,207,30,13,224,5000.0,166.06,79.0,17696.0,4928.0,12000.0,21928.0,-4232.0,-9433.0,863.64,0.066,2.37,0.0434
12,9999,224,30,14,240,5000.0,165.46,79.0,18960.0,5280.0,12000.0,22280.0,-3320.0,-12753.0,863.64,0.066,2.37,0.0886
13,9999,240,30,15,255,5000.0,166.52,79.0,20145.0,5610.0,12000.0,22610.0,-2465.0,-15218.0,863.64,0.066,2.37,0.1258
14,9999,255,31,16,270,5000.0,158.35,79.0,21330.0,5940.0,12000.0,22940.0,-1610.0,-16828.0,863.64,0.066,2.37,0.1589
15,9999,270,30,17,283,5000.0,162.6,79.0,22357.0,6226.0,12000.0,23226.0,-869.0,-17697.0,863.64,0.066,2.37,0.1848
16,9999,283,29,18,294,5000.0,166.69,79.0,23226.0,6468.0,12000.0,23468.0,-242.0,-17939.0,863.64,0.066,2.37,0.2049
17,9999,294,29,19,304,5000.0,171.01,79.0,24016.0,6688.0,15000.0,26688.0,-2672.0,-20611.0,863.64,0.066,2.37,0.0969
18,9999,304,30,20,314,5000.0,166.26,79.0,24806.0,6908.0,15000.0,26908.0,-2102.0,-22713.0,863.64,0.066,2.37,0.1168
19,9999,314,35,20,329,6000.0,170.35,79.0,25991.0,7238.0,15000.0,28238.0,-2247.0,-24960.0,863.64,0.066,2.37,0.1444
20,9999,329,32,21,340,6000.0,185.95,79.0,26860.0,7480.0,15000.0,28480.0,-1620.0,-26580.0,863.64,0.066,2.37,0.1631
21,9999,340,33,22,351,6000.0,177.79,79.0,27729.0,7722.0,15000.0,28722.0,-993.0,-27573.0,863.64,0.066,2.37,0.1806
22,9999,351,32,23,360,6000.0,182.11,79.0,28440.0,7920.0,15000.0,28920.0,-480.0,-28053.0,863.64,0.066,2.37,0.1941
23,9999,360,34,23,371,6000.0,174.2,79.0,29309.0,8162.0,15000.0,29162.0,147.0,-27906.0,863.64,0.066,2.37,0.2097
24,9999,371,31,24,378,6000.0,189.42,79.0,29862.0,8316.0,15000.0,29316.0,546.0,-27360.0,863.64,0.066,2.37,0.2192
25,9999,378,32,24,386,6000.0,181.97,79.0,30494.0,8492.0,15000.0,29492.0,1002.0,-26358.0,863.64,0.066,2.37,0.2296
26,9999,386,30,25,391,6000.0,193.93,79.0,30889.0,8602.0,15000.0,29602.0,1287.0,-25071.0,863.64,0.066,2.37,0.2359
27,9999,391,30,25,396,6000.0,195.53,79.0,31284.0,8712.0,15000.0,29712.0,1572.0,-23499.0,863.64,0.066,2.37,0.242
28,9999,396,30,26,400,6000.0,195.44,79.0,31600.0,8800.0,15000.0,29800.0,1800.0,-21699.0,863.64,0.066,2.37,0.2468
29,9999,400,29,26,403,6000.0,200.88,79.0,31837.0,8866.0,15000.0,29866.0,1971.0,-19728.0,863.64,0.066,2.37,0.2504
30,9999,403,31,26,408,6000.0,189.6,79.0,32232.0,8976.0,15000.0,29976.0,2256.0,-17472.0,863.64,0.066,2.37,0.2561
31,9999,408,29,26,411,6000.0,201.85,79.0,32469.0,9042.0,15000.0,30042.0,2427.0,-15045.0,863.64,0.066,2.37,0.2595
32,9999,411,29,27,413,6000.0,200.94,79.0,32627.0,9086.0,15000.0,30086.0,2541.0,-12504.0,863.64,0.066,2.37,0.2618
33,9999,413,28,27,414,6000.0,208.42,79.0,32706.0,9108.0,15000.0,30108.0,2598.0,-9906.0,863.64,0.066,2.37,0.2629
34,9999,414,29,27,416,6000.0,201.42,79.0,32864.0,9152.0,15000.0,30152.0,2712.0,-7194.0,863.64,0.066,2.37,0.2651
35,9999,416,29,27,418,6000.0,202.76,79.0,33022.0,9196.0,15000.0,30196.0,2826.0,-4368.0,863.64,0.066,2.37,0.2673
36,9999,418,29,27,420,6000.0,205.51,79.0,33180.0,9240.0,15000.0,30240.0,2940.0,-1428.0,863.64,0.066,2.37,0.2694
